Player,REC_rz,TGT_rz,REC PCT_rz,Y/R_rz,TGT PCT_rz,Year,Week
DeVante Parker (FA),1,2,50.0%,11.0,66.7%,2021,15
Stefon Diggs (HOU),1,2,50.0%,11.0,40.0%,2021,15
Tyreek Hill (MIA),3,4,75.0%,3.3,57.1%,2021,15
Ihmir Smith-Marsette (NYG),1,1,100.0%,7.0,50.0%,2021,15
Cooper Kupp (LAR),1,1,100.0%,6.0,100.0%,2021,15
Braxton Berrios (MIA),1,1,100.0%,4.0,100.0%,2021,15
Jauan Jennings (SF),1,1,100.0%,4.0,33.3%,2021,15
Jalen Guyton (FA),1,1,100.0%,4.0,11.1%,2021,15
Davante Adams (NYJ),2,2,100.0%,-1.5,40.0%,2021,15
Marquise Brown (KC),3,5,60.0%,4.0,50.0%,2021,15
Nick Westbrook-Ikhine (TEN),2,2,100.0%,5.5,66.7%,2021,15
Christian Kirk (JAC),2,2,100.0%,5.5,28.6%,2021,15
Darnell Mooney (ATL),1,3,33.3%,6.0,75.0%,2021,15
Marvin Jones Jr. (FA),1,2,50.0%,9.0,66.7%,2021,15
Tre'Quan Smith (FA),1,1,100.0%,8.0,100.0%,2021,15
James Proche II (CLE),1,1,100.0%,8.0,10.0%,2021,15
Devin Duvernay (JAC),2,2,100.0%,4.0,20.0%,2021,15
Hunter Renfrow (FA),1,3,33.3%,7.0,60.0%,2021,15
Cole Beasley (FA),1,1,100.0%,7.0,20.0%,2021,15
Jalen Reagor (LAC),1,1,100.0%,6.0,25.0%,2021,15
Andre Roberts (FA),0,0,0%,0.0,0.0%,2021,15
James Washington (FA),1,2,50.0%,5.0,66.7%,2021,15
Rashod Bateman (BAL),1,1,100.0%,5.0,10.0%,2021,15
Amon-Ra St. Brown (DET),1,1,100.0%,5.0,100.0%,2021,15
Olamide Zaccheaus (WAS),1,1,100.0%,4.0,20.0%,2021,15
Ja'Marr Chase (CIN),1,1,100.0%,3.0,100.0%,2021,15
Byron Pringle (FA),1,2,50.0%,3.0,28.6%,2021,15
Robbie Chosen (FA),0,1,0.0%,0.0,33.3%,2021,15
Amari Cooper (BUF),1,1,100.0%,3.0,50.0%,2021,15
Trent Sherfield Sr. (MIN),0,1,0.0%,0.0,33.3%,2021,15
Kenny Golladay (FA),0,3,0.0%,0.0,60.0%,2021,15
Nico Collins (HOU),0,1,0.0%,0.0,100.0%,2021,15
Julio Jones (FA),0,1,0.0%,0.0,33.3%,2021,15
Tavon Austin (FA),0,1,0.0%,0.0,33.3%,2021,15
Tylan Wallace (BAL),0,1,0.0%,0.0,10.0%,2021,15
Rondale Moore (ATL),1,1,100.0%,0.0,14.3%,2021,15
Damiere Byrd (FA),0,1,0.0%,0.0,25.0%,2021,15
Adam Humphries (FA),0,1,0.0%,0.0,100.0%,2021,15
Pharoh Cooper (FA),0,2,0.0%,0.0,40.0%,2021,15
Tajae Sharpe (FA),0,1,0.0%,0.0,20.0%,2021,15
Mike Williams (PIT),0,4,0.0%,0.0,44.4%,2021,15
Michael Pittman Jr. (IND),0,1,0.0%,0.0,100.0%,2021,15
Brandon Aiyuk (SF),0,1,0.0%,0.0,33.3%,2021,15
N'Keal Harry (FA),0,1,0.0%,0.0,33.3%,2021,15
Mack Hollins (BUF),0,1,0.0%,0.0,33.3%,2021,15
DeVonta Smith (PHI),0,1,0.0%,0.0,25.0%,2021,15
Keelan Cole Sr. (FA),0,0,0%,0.0,0.0%,2021,15
CeeDee Lamb (DAL),0,1,0.0%,0.0,50.0%,2021,15
Brandon Zylstra (FA),0,1,0.0%,0.0,33.3%,2021,15
DJ Moore (CHI),0,1,0.0%,0.0,33.3%,2021,15
Allen Lazard (NYJ),0,2,0.0%,0.0,40.0%,2021,15
Antoine Wesley (FA),0,2,0.0%,0.0,28.6%,2021,15
Jakobi Meyers (LV),0,2,0.0%,0.0,66.7%,2021,15
Mecole Hardman Jr. (KC),0,1,0.0%,0.0,14.3%,2021,15
Ray-Ray McCloud III (ATL),0,1,0.0%,0.0,33.3%,2021,15
A.J. Green (FA),0,2,0.0%,0.0,28.6%,2021,15
Christian Blake (FA),0,1,0.0%,0.0,20.0%,2021,15
Dee Eskridge (MIA),0,1,0.0%,0.0,100.0%,2021,15
Byron Pringle (FA),2,2,100.0%,10.5,50.0%,2021,16
Davante Adams (NYJ),3,4,75.0%,6.7,66.7%,2021,16
Tee Higgins (CIN),2,3,66.7%,5.5,75.0%,2021,16
Amari Cooper (BUF),3,3,100.0%,10.3,50.0%,2021,16
Amon-Ra St. Brown (DET),2,3,66.7%,14.0,37.5%,2021,16
Stefon Diggs (HOU),3,5,60.0%,8.7,50.0%,2021,16
A.J. Brown (PHI),1,2,50.0%,18.0,100.0%,2021,16
Diontae Johnson (FA),1,3,33.3%,15.0,50.0%,2021,16
Dezmon Patmon (FA),1,1,100.0%,14.0,25.0%,2021,16
Nico Collins (HOU),1,1,100.0%,13.0,100.0%,2021,16
K.J. Osborn (WAS),2,3,66.7%,5.5,60.0%,2021,16
Allen Lazard (NYJ),1,2,50.0%,11.0,33.3%,2021,16
Hunter Renfrow (FA),1,1,100.0%,10.0,100.0%,2021,16
Rashod Bateman (BAL),2,2,100.0%,5.0,66.7%,2021,16
Malik Turner (FA),1,1,100.0%,9.0,16.7%,2021,16
Mecole Hardman Jr. (KC),1,2,50.0%,8.0,50.0%,2021,16
Odell Beckham Jr. (FA),1,3,33.3%,7.0,37.5%,2021,16
Isaiah McKenzie (FA),2,2,100.0%,3.0,20.0%,2021,16
Anthony Schwartz (MIA),1,1,100.0%,5.0,25.0%,2021,16
DeVonta Smith (PHI),1,1,100.0%,4.0,50.0%,2021,16
Joshua Palmer (LAC),1,1,100.0%,3.0,50.0%,2021,16
Brandon Aiyuk (SF),1,1,100.0%,2.0,100.0%,2021,16
T.Y. Hilton (FA),1,1,100.0%,1.0,25.0%,2021,16
Jaylen Waddle (MIA),1,1,100.0%,1.0,50.0%,2021,16
Ja'Marr Chase (CIN),1,1,100.0%,17.0,25.0%,2021,16
Rashard Higgins (FA),1,2,50.0%,14.0,50.0%,2021,16
Michael Gallup (FA),1,2,50.0%,13.0,33.3%,2021,16
Dee Eskridge (MIA),1,2,50.0%,13.0,100.0%,2021,16
Cyril Grayson Jr. (FA),1,1,100.0%,12.0,100.0%,2021,16
Marvin Jones Jr. (FA),2,3,66.7%,6.0,100.0%,2021,16
Jarvis Landry (FA),1,1,100.0%,12.0,25.0%,2021,16
Cooper Kupp (LAR),2,4,50.0%,5.0,50.0%,2021,16
Jakobi Meyers (LV),2,2,100.0%,5.0,100.0%,2021,16
Michael Pittman Jr. (IND),1,2,50.0%,9.0,50.0%,2021,16
Adam Thielen (CAR),1,1,100.0%,9.0,20.0%,2021,16
Tavon Austin (FA),0,0,0%,0.0,0.0%,2021,16
Tom Kennedy (DET),1,1,100.0%,8.0,12.5%,2021,16
Keenan Allen (CHI),1,1,100.0%,7.0,50.0%,2021,16
Terry McLaurin (WAS),1,1,100.0%,6.0,50.0%,2021,16
Kenny Golladay (FA),1,2,50.0%,5.0,100.0%,2021,16
Justin Jefferson (MIN),1,1,100.0%,5.0,20.0%,2021,16
Kalif Raymond (DET),1,2,50.0%,4.0,25.0%,2021,16
Chase Claypool (FA),1,1,100.0%,3.0,16.7%,2021,16
Quez Watkins (ARI),1,1,100.0%,1.0,50.0%,2021,16
Deebo Samuel Sr. (SF),0,0,0%,0.0,0.0%,2021,16
Donovan Peoples-Jones (FA),0,0,0%,0.0,0.0%,2021,16
Denzel Mims (FA),0,1,0.0%,0.0,100.0%,2021,16
Van Jefferson (PIT),0,1,0.0%,0.0,12.5%,2021,16
Tyler Johnson (LAR),0,0,0%,0.0,0.0%,2021,16
Antoine Wesley (FA),0,2,0.0%,0.0,100.0%,2021,16
Marquise Brown (KC),0,1,0.0%,0.0,33.3%,2021,16
Ray-Ray McCloud III (ATL),0,2,0.0%,0.0,33.3%,2021,16
DJ Moore (CHI),0,1,0.0%,0.0,100.0%,2021,16
Josh Reynolds (JAC),0,2,0.0%,0.0,25.0%,2021,16
Tommylee Lewis (FA),0,1,0.0%,0.0,50.0%,2021,16
Darnell Mooney (ATL),0,0,0%,0.0,0.0%,2021,16
Adam Humphries (FA),0,1,0.0%,0.0,50.0%,2021,16
Damiere Byrd (FA),0,1,0.0%,0.0,100.0%,2021,16
Jake Kumerow (FA),0,1,0.0%,0.0,10.0%,2021,16
Emmanuel Sanders (FA),0,2,0.0%,0.0,20.0%,2021,16
DK Metcalf (SEA),3,4,75.0%,9.0,80.0%,2021,17
Kristian Wilkerson (LV),2,2,100.0%,13.0,40.0%,2021,17
Braxton Berrios (MIA),3,3,100.0%,7.3,100.0%,2021,17
Antoine Wesley (FA),2,2,100.0%,10.0,40.0%,2021,17
Ja'Marr Chase (CIN),2,2,100.0%,11.5,66.7%,2021,17
Allen Lazard (NYJ),1,1,100.0%,20.0,14.3%,2021,17
Cooper Kupp (LAR),1,1,100.0%,18.0,33.3%,2021,17
Hunter Renfrow (FA),2,2,100.0%,8.0,100.0%,2021,17
K.J. Osborn (WAS),1,1,100.0%,14.0,100.0%,2021,17
Odell Beckham Jr. (FA),2,2,100.0%,6.0,66.7%,2021,17
Davante Adams (NYJ),2,4,50.0%,5.5,57.1%,2021,17
Cedrick Wilson Jr. (NO),2,2,100.0%,5.0,50.0%,2021,17
Amari Cooper (BUF),2,2,100.0%,4.5,50.0%,2021,17
Keenan Allen (CHI),1,3,33.3%,8.0,42.9%,2021,17
Brandin Cooks (DAL),1,1,100.0%,8.0,100.0%,2021,17
Amon-Ra St. Brown (DET),1,1,100.0%,7.0,33.3%,2021,17
Diontae Johnson (FA),1,2,50.0%,5.0,25.0%,2021,17
Tyler Boyd (TEN),1,1,100.0%,5.0,33.3%,2021,17
Mike Evans (TB),1,1,100.0%,4.0,33.3%,2021,17
Jakobi Meyers (LV),1,1,100.0%,4.0,20.0%,2021,17
Darnell Mooney (ATL),1,2,50.0%,4.0,50.0%,2021,17
Tyler Lockett (SEA),1,1,100.0%,1.0,20.0%,2021,17
Kendrick Bourne (NE),2,2,100.0%,8.0,40.0%,2021,17
Ray-Ray McCloud III (ATL),2,5,40.0%,6.0,62.5%,2021,17
Michael Pittman Jr. (IND),1,1,100.0%,12.0,50.0%,2021,17
Russell Gage (SF),1,2,50.0%,11.0,66.7%,2021,17
Joshua Palmer (LAC),2,3,66.7%,5.5,42.9%,2021,17
Gabe Davis (JAC),1,1,100.0%,10.0,14.3%,2021,17
Greg Dortch (ARI),1,1,100.0%,10.0,20.0%,2021,17
Isaiah McKenzie (FA),1,1,100.0%,6.0,14.3%,2021,17
Deebo Samuel Sr. (SF),0,1,0.0%,0.0,100.0%,2021,17
Stefon Diggs (HOU),1,3,33.3%,5.0,42.9%,2021,17
Jalen Guyton (FA),1,1,100.0%,5.0,14.3%,2021,17
KhaDarel Hodge (ATL),1,2,50.0%,4.0,66.7%,2021,17
Demarcus Robinson (LAR),1,1,100.0%,4.0,33.3%,2021,17
Cam Sims (FA),1,1,100.0%,2.0,100.0%,2021,17
Laviska Shenault Jr. (FA),1,1,100.0%,2.0,50.0%,2021,17
Dax Milne (CAR),0,0,0%,0.0,0.0%,2021,17
Marquez Callaway (TB),0,1,0.0%,0.0,100.0%,2021,17
Kendall Hinton (FA),0,0,0%,0.0,0%,2021,17
Devin Duvernay (JAC),0,1,0.0%,0.0,100.0%,2021,17
DeVonta Smith (PHI),0,1,0.0%,0.0,100.0%,2021,17
A.J. Green (FA),0,1,0.0%,0.0,20.0%,2021,17
Ashton Dulin (IND),0,1,0.0%,0.0,50.0%,2021,17
Tyler Johnson (LAR),0,1,0.0%,0.0,33.3%,2021,17
Chase Claypool (FA),0,1,0.0%,0.0,12.5%,2021,17
Marvin Jones Jr. (FA),0,1,0.0%,0.0,50.0%,2021,17
Marquez Valdes-Scantling (NO),0,1,0.0%,0.0,14.3%,2021,17
Equanimeous St. Brown (FA),0,1,0.0%,0.0,14.3%,2021,17
Christian Kirk (JAC),0,1,0.0%,0.0,20.0%,2021,17
Tyreek Hill (MIA),0,2,0.0%,0.0,66.7%,2021,17
Breshad Perriman (FA),0,1,0.0%,0.0,33.3%,2021,17
Jarvis Landry (FA),0,1,0.0%,0.0,100.0%,2021,17
Marquise Goodwin (FA),0,2,0.0%,0.0,50.0%,2021,17
Cole Beasley (FA),0,2,0.0%,0.0,28.6%,2021,17
Christian Blake (FA),0,1,0.0%,0.0,33.3%,2021,17
Mike Evans (TB),2,2,100.0%,11.5,50.0%,2021,18
Hunter Renfrow (FA),2,2,100.0%,7.0,40.0%,2021,18
Jauan Jennings (SF),2,2,100.0%,11.5,66.7%,2021,18
Russell Gage (SF),2,3,66.7%,9.5,60.0%,2021,18
Robbie Chosen (FA),1,1,100.0%,19.0,50.0%,2021,18
Mike Williams (PIT),2,2,100.0%,9.0,66.7%,2021,18
Deebo Samuel Sr. (SF),0,1,0.0%,0.0,33.3%,2021,18
A.J. Brown (PHI),1,1,100.0%,14.0,25.0%,2021,18
Cedrick Wilson Jr. (NO),1,1,100.0%,14.0,50.0%,2021,18
Tre'Quan Smith (FA),1,3,33.3%,13.0,60.0%,2021,18
Michael Pittman Jr. (IND),1,1,100.0%,12.0,33.3%,2021,18
Cooper Kupp (LAR),2,2,100.0%,5.5,66.7%,2021,18
Stefon Diggs (HOU),1,2,50.0%,10.0,33.3%,2021,18
Laquon Treadwell (IND),2,3,66.7%,5.0,37.5%,2021,18
Allen Lazard (NYJ),2,2,100.0%,4.5,40.0%,2021,18
Marvin Jones Jr. (FA),2,3,66.7%,4.0,37.5%,2021,18
Danny Amendola (FA),1,1,100.0%,7.0,100.0%,2021,18
Jaylen Waddle (MIA),1,1,100.0%,7.0,33.3%,2021,18
Chase Claypool (FA),1,2,50.0%,6.0,50.0%,2021,18
Tyler Lockett (SEA),1,1,100.0%,5.0,50.0%,2021,18
Nick Westbrook-Ikhine (TEN),1,1,100.0%,4.0,25.0%,2021,18
Julio Jones (FA),1,1,100.0%,3.0,25.0%,2021,18
Amon-Ra St. Brown (DET),1,2,50.0%,2.0,50.0%,2021,18
Darnell Mooney (ATL),1,1,100.0%,13.0,100.0%,2021,18
Diontae Johnson (FA),2,2,100.0%,6.5,50.0%,2021,18
Deonte Harty (BAL),1,1,100.0%,10.0,20.0%,2021,18
Isaiah McKenzie (FA),1,1,100.0%,9.0,16.7%,2021,18
DeVante Parker (FA),1,2,50.0%,9.0,66.7%,2021,18
Zach Pascal (ARI),1,1,100.0%,7.0,33.3%,2021,18
Laviska Shenault Jr. (FA),1,2,50.0%,7.0,25.0%,2021,18
Tyler Johnson (LAR),1,1,100.0%,7.0,25.0%,2021,18
Jakobi Meyers (LV),1,1,100.0%,5.0,50.0%,2021,18
Jarvis Landry (FA),1,1,100.0%,5.0,33.3%,2021,18
Jalen Guyton (FA),1,1,100.0%,5.0,33.3%,2021,18
Mecole Hardman Jr. (KC),1,2,50.0%,4.0,40.0%,2021,18
Stanley Morgan Jr. (TEN),0,0,0%,0.0,0.0%,2021,18
Juwann Winfree (IND),1,1,100.0%,2.0,20.0%,2021,18
Zay Jones (ARI),1,2,50.0%,2.0,40.0%,2021,18
Kendrick Bourne (NE),1,1,100.0%,1.0,50.0%,2021,18
Greg Ward (FA),0,0,0%,0.0,0%,2021,18
Donovan Peoples-Jones (FA),0,1,0.0%,0.0,33.3%,2021,18
Anthony Schwartz (MIA),0,1,0.0%,0.0,33.3%,2021,18
Bryan Edwards (FA),0,1,0.0%,0.0,20.0%,2021,18
Amari Rodgers (FA),0,1,0.0%,0.0,20.0%,2021,18
Marquez Callaway (TB),0,1,0.0%,0.0,20.0%,2021,18
Trenton Irwin (FA),0,1,0.0%,0.0,50.0%,2021,18
Equanimeous St. Brown (FA),0,1,0.0%,0.0,20.0%,2021,18
David Sills (ATL),0,1,0.0%,0.0,100.0%,2021,18
Josh Reynolds (JAC),0,2,0.0%,0.0,50.0%,2021,18
T.Y. Hilton (FA),0,1,0.0%,0.0,33.3%,2021,18
Allen Robinson II (DET),0,0,0%,0.0,0.0%,2021,18
Amari Cooper (BUF),0,1,0.0%,0.0,50.0%,2021,18
Breshad Perriman (FA),1,1,100.0%,0.0,25.0%,2021,18
Tajae Sharpe (FA),0,2,0.0%,0.0,40.0%,2021,18
Tyreek Hill (MIA),0,2,0.0%,0.0,40.0%,2021,18
Chester Rogers (FA),1,1,100.0%,0.0,25.0%,2021,18
Ben Skowronek (PIT),0,1,0.0%,0.0,33.3%,2021,18
Marquise Brown (KC),0,2,0.0%,0.0,100.0%,2021,18
Trent Taylor (SF),0,1,0.0%,0.0,50.0%,2021,18
Tim Patrick (DET),0,1,0.0%,0.0,100.0%,2021,18
DJ Moore (CHI),0,1,0.0%,0.0,50.0%,2021,18
Christian Kirk (JAC),0,1,0.0%,0.0,33.3%,2021,18
A.J. Green (FA),1,2,50.0%,0.0,66.7%,2021,18
Byron Pringle (FA),0,1,0.0%,0.0,20.0%,2021,18
Cam Sims (FA),0,1,0.0%,0.0,100.0%,2021,18
DK Metcalf (SEA),0,1,0.0%,0.0,50.0%,2021,18
Gabe Davis (JAC),1,3,33.3%,-2.0,50.0%,2021,18
Michael Thomas (FA),2,2,100.0%,6.0,100.0%,2022,1
Ja'Marr Chase (CIN),2,6,33.3%,9.0,60.0%,2022,1
Equanimeous St. Brown (FA),1,1,100.0%,18.0,100.0%,2022,1
Devin Duvernay (JAC),1,1,100.0%,17.0,50.0%,2022,1
Michael Pittman Jr. (IND),1,2,50.0%,15.0,33.3%,2022,1
Mecole Hardman Jr. (KC),2,3,66.7%,4.0,50.0%,2022,1
Jahan Dotson (PHI),1,1,100.0%,7.0,50.0%,2022,1
Isaiah McKenzie (FA),1,1,100.0%,7.0,50.0%,2022,1
Marquise Brown (KC),1,2,50.0%,6.0,100.0%,2022,1
Mike Evans (TB),1,1,100.0%,5.0,33.3%,2022,1
Justin Jefferson (MIN),1,3,33.3%,5.0,50.0%,2022,1
Amon-Ra St. Brown (DET),1,1,100.0%,4.0,33.3%,2022,1
Cooper Kupp (LAR),1,1,100.0%,4.0,50.0%,2022,1
Davante Adams (NYJ),1,3,33.3%,3.0,100.0%,2022,1
Curtis Samuel (BUF),1,1,100.0%,3.0,50.0%,2022,1
Tyler Boyd (TEN),1,1,100.0%,2.0,10.0%,2022,1
Deebo Samuel Sr. (SF),0,0,0%,0.0,0%,2022,1
Christian Kirk (JAC),1,3,33.3%,13.0,50.0%,2022,1
Romeo Doubs (GB),1,1,100.0%,9.0,33.3%,2022,1
Demarcus Robinson (LAR),1,1,100.0%,8.0,50.0%,2022,1
Christian Watson (GB),0,1,0.0%,0.0,33.3%,2022,1
Ashton Dulin (IND),1,2,50.0%,7.0,33.3%,2022,1
K.J. Osborn (WAS),1,2,50.0%,7.0,33.3%,2022,1
Marquez Valdes-Scantling (NO),1,1,100.0%,7.0,16.7%,2022,1
Adam Thielen (CAR),1,1,100.0%,7.0,16.7%,2022,1
JuJu Smith-Schuster (KC),1,1,100.0%,7.0,16.7%,2022,1
Chris Godwin (TB),1,1,100.0%,6.0,33.3%,2022,1
Sammy Watkins (FA),1,1,100.0%,4.0,33.3%,2022,1
Elijah Moore (CLE),1,1,100.0%,4.0,16.7%,2022,1
Chase Claypool (FA),1,1,100.0%,4.0,100.0%,2022,1
Jerry Jeudy (CLE),1,2,50.0%,3.0,66.7%,2022,1
DJ Chark Jr. (LAC),0,1,0.0%,0.0,33.3%,2022,1
Robbie Chosen (FA),0,1,0.0%,0.0,100.0%,2022,1
Alec Pierce (IND),0,2,0.0%,0.0,33.3%,2022,1
Allen Robinson II (DET),0,1,0.0%,0.0,50.0%,2022,1
Garrett Wilson (NYJ),0,3,0.0%,0.0,50.0%,2022,1
Joshua Palmer (LAC),0,1,0.0%,0.0,100.0%,2022,1
Chris Olave (NO),0,0,0%,0.0,0.0%,2022,1
Stefon Diggs (HOU),0,1,0.0%,0.0,50.0%,2022,1
Corey Davis (FA),0,1,0.0%,0.0,16.7%,2022,1
Donovan Peoples-Jones (FA),0,1,0.0%,0.0,100.0%,2022,1
Mike Thomas (FA),0,3,0.0%,0.0,30.0%,2022,1
Braxton Berrios (MIA),0,1,0.0%,0.0,16.7%,2022,1
Bryan Edwards (FA),0,1,0.0%,0.0,100.0%,2022,1
Zay Jones (ARI),0,3,0.0%,0.0,50.0%,2022,1
Josh Reynolds (JAC),0,1,0.0%,0.0,33.3%,2022,1
Courtland Sutton (DEN),0,1,0.0%,0.0,33.3%,2022,1
A.J. Brown (PHI),0,2,0.0%,0.0,100.0%,2022,1
Trent Sherfield Sr. (MIN),0,1,0.0%,0.0,100.0%,2022,1
Justin Watson (KC),0,1,0.0%,0.0,16.7%,2022,1
Julio Jones (FA),0,1,0.0%,0.0,33.3%,2022,1
A.J. Green (FA),0,0,0%,0.0,0.0%,2022,1
Stefon Diggs (HOU),3,4,75.0%,9.0,80.0%,2022,2
Cooper Kupp (LAR),3,4,75.0%,8.3,66.7%,2022,2
Amon-Ra St. Brown (DET),2,3,66.7%,12.0,50.0%,2022,2
Garrett Wilson (NYJ),3,5,60.0%,7.3,83.3%,2022,2
Christian Kirk (JAC),2,2,100.0%,7.5,100.0%,2022,2
Jaylen Waddle (MIA),2,4,50.0%,6.5,57.1%,2022,2
DJ Moore (CHI),1,1,100.0%,16.0,33.3%,2022,2
